rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
148,aibika,be ashamed,fedheheka,pata aibu,"aibikia, aibisha, aibishana, aibishia, aibishika, aibishwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
149,ahueni,benefit,afueni,nafuu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
150,aibu,shame,"tahayuri, soni","jambo la kumtia mtu fedheha, jambo la kumvunjia mtu heshima",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
151,aidini,iodine,,kemikali inayotumiwa kutibu vidonda,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
152,aili,accusation,"shtaka, lawama",tamko la kumlaumu au kumshtaki mtu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
153,aidha,moreover,"vilevile, isitoshe",zaidi ya hayo,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
154,aila,family,"ndugu, ahali",familia,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
155,aili,accuse,"laumu, shtaki",-pa mtu lawama| fungulia au tolea mtu mashtaka,"ailia, ailiana, ailika, ailisha, ailiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
156,aini,describe,,"eleza jinsi kitu kilivyo, fafanua sifa za kitu","ainia, ainika, ainisha, ainiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
157,ainisha,classify/analyze,changanua,"weka katika makundi mbalimbali| gawa tena, gawa mara nyingi| chambua| panga| taja",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
158,airisi,iris (eye),,"kiwambo kidogo chenye misuli yenye rangi, kinachozunguka na kudhibiti ukubwa wa mboni ya jicho",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
159,aina,type/kind,,"jinsi kitu kilivyo : Viatu vyangu ni vya aina ya ngozi, vyako je?, Ali na Asha wamevaa nguo za rangi ya aina moja.",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
160,aimi!,alas!,,tamko la kujionea huruma : Aimi! Nafa njaa jamani.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
161,aisee!,hey! (to get attention),,namna ya kumwita mtu ili akusikilize,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
162,aisikirimu,ice cream,,"mchanganyiko wa maziwa na sukari uliogandishwa kwa ubaridi| mchanganyiko mtamu wa kwa mfano sukari, maji, matunda na maziwa uliogandamizwa katika barafu na unaoliwa aghalabu ukiwa umeganda",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
163,ajaa,marvel,,"tendo, tukio, kitu au hali ya kustaajabisha","ajabiana, ajabika, ajabisha, ajabiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
164,ajabia,be amazed,shangaa,ona ajabu : Hili si jambo la kuajabia.,"ajabiana, ajabika, ajabisha, ajabiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
165,ajabu,wonder,,"kitu kisicho cha kawaida, cha kushangaza na kustaajabisha",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
166,ajabu,strange/miraculous,,"-a kigeni, si -a kawaida, -a pekee, -a kioja : Kasuku ni ndege mwenye sauti ya ajabu.| isiyoaminika ; -a kimiujiza : Ni ajabu mtoto kuzaliwa na meno yote.",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
167,ajabu,extremely,,"kupita kawaida : Mwezi wa Desemba, jua huwa kali ajabu katika Jiji la Mombasa.",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
168,ajali,accident,,Tukio linalodhuru lililotokea kwa bahati mbaya| mkosi,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
169,ajari,overtime work,,kazi inayofanywa baada ya saa rasmi za kazi au siku isiyo ya kazi na ambayo malipo yake hulipwa kando ya mshahara,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
170,ajemi,flatbread,,aina ya mkate unaofanana na chapati unaookwa kwenye tanuri la mkaa,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
171,Ajemi,Iran,Uajemi,nchi ya Irani,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
172,ajenda,agenda,,mambo ya kuzungumzwa kwenye mkutano| mpango : Una ajenda ya siri.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
173,ajenti,agent,wakala,mtu au asasi inayofanya biashara au inayotoa huduma kwa niaba ya mtu au kampuni nyingine,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
174,ajibu,amazing,barabara,-a kupendeza,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
175,ajibu,exactly,"barabara, sawasawa",ndivyo hasa,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
176,ajihi,visit,,enda mtu aishiye mbali nawe kwa nia ya kumtembelea| kutana ana kwa ana,"ajihiana, ajihika, ajihisha, ajihiwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
177,ajila,urgency,haraka,utendaji wa jambo bila kukawia| umuhimu,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
178,ajilani,immediately,filihali,"bila kukawia, mara moja, hivi sasa",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
179,ajili,hurry,"harakisha, angusa",tenda jambo kwa haraka,"ajilia, ajilika, ajilisha",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
180,ajili,purpose,"nia, sababu",madhumuni : Chakula hiki ni kwa ajili ya msaada kwa wenye shida ya ukame.,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
181,ajinabi,foreigner,mgeni,mwananchi wa nchi ya kigeni| mtu ambaye siye ndugu yako,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
182,ajinabia,foreign,,"-enye asili ya kigeni, iliyo geni",,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
183,ajira,employment,,kazi ya kulipwa mshahara,,0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
184,ajiri,employ,,-pa mtu kazi ya kumlipa mshahara,"ajirika, ajirisha, ajiriwa",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
185,ajizi,laziness,zembea,kuwa mvivu,"ajizika, ajizisha",0,0,2023-02-19 13:59:39.574+00,2023-02-19 13:59:39.574+00
186,ajizi,laziness,"uvivu, uzito, uzembe",ulegevu,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
187,ajmaina,everyone,,"kwa kila mtu, kwa wote",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
188,ajua,mancala game,bao,"mchezo unaochezwa na watu wawili wakikabiliana mbele ya ubao uliotobolewa mashimo juu yake, ambapo kete, komwe, kokoto au namu hutumbukizwa na kusambazwa kwa mujibu wa kanuni za mchezo huu| neno linalotumika kwenye mchezo wa karata pale mtu anaposahau ku",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
189,ajua,request for repetition,,"tamko la kutaka kurudiwa kwa jambo, baada ya mtendaji wa kwanza kutoridhisha",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
190,ajuadi,famous,,"iliyo mashuhuri, iliyo maarufu sana, -enye heshima kubwa",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
191,ajuza,old woman,"bikizee, bibi kizee, bibi kikongwe",mtu wa jinsi ya kike aliyezeeka sana,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
192,ajwari,card game call,,kauli inayotolewa na mcheza karata kumwambia mshindani wake pale anaposahau kula mlo wa karata aliostahili kula,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
193,aka,build,,"jenga kwa mawe au matofali| jenga ua kwa miti, matofali, mawe au miba","akisha, akika, akwa",0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
194,aka!,no! (refusal),,"neno linalotoa ishara ya kukataa jambo, mshangao wa kukataa",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
195,aka!,oh! (surprise),,neno linalotoa ishara ya kushtuka,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
196,akademia,academia,,mazingira ya elimu na utaalamu,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
197,akali,scarcity,,"uhaba wa vitu, hali ya kuwa chache au ndogo kwa idadi : Kwa akali, kisima hiki kitachukua siku mbili kuchimbwa.",,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
198,akania,bridle,,tumia hatamu kuongozea farasi,"akanika, akanisha, akaniwa",0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
199,akania,reins,"hatamu, lijamuu",kamba ya kuongozea farasi,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
200,akari,strong liquor,,kileo kikali,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
201,ajizi,lazy,"-legevu, -zito, -zembe",-vivu,,0,0,2023-02-19 13:59:39.575+00,2023-02-19 13:59:39.575+00
202,akaunti,account,,akiba inayowekwa benki kwa utaratibu ambao benki na mteja hukubaliana : akaunti ya akiba ; akaunti ya hundi.,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
203,akhiyari,good people,,watu wema,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
204,akia,eagerly await,"bwakia, gugumia, fakamia",meza kwa pupa,"akilia, akika, akisha, akiwa",0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
205,akidi,wedding ceremony,,tendo la kufunga ndoa,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
206,akidi,quorum,,idadi ya wajumbe wa mkutano inayohitajika ili kikao kiwe halali au uamuzi kutolewa,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
207,akhi,brother,"rafiki, mwenzi, sahibu, bui",ndugu,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
208,akidi,complete/forge signature,"maliza,  ghushi","tosheleza, fikia idadi inayotakiwa| kamilisha, fikia mwisho| iga saini au maandishi ya mtu mwingine","akideia, akideika, akideisha",0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
209,akiba,reserve/savings,,kitu kilichowekwa ili kitumike baadaye,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
210,akida,commander/assistant,,kiongozi au kamanda hususan wa jeshi| msaidizi wa mkuu wa wilaya katika enzi za ukoloni,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
211,akidu,librarian,,mfanyakazi wa maktaba,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
212,akifia,provide financial aid,,toa msaada wa mali au pesa,"akifiana, akifisha, akifika, akifiwa",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
213,akifisha,prevent someone,komesha,zuia mtu asifanye jambo,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
214,akhera,afterlife,kuzimu,mahali panapoaminiwa kuwa ndiko roho za wafu zinakoenda| maskani ya roho za wanadamu baada ya mauti,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
215,akhiyari,highest quality,,iliyo katika kiwango cha juu cha ubora au uzuri,,0,0,2023-02-19 13:59:39.702+00,2023-02-19 13:59:39.702+00
216,akika,naming ceremony,,"karamu anayofanyiwa mtoto aliyetimiza siku nane baada ya kukatwa nywele kwa mara ya kwanza kwa kuchinja mbuzi, pia hufanywa baada ya mtoto kufa iwapo hakufanyiwa alipotimiza umri wa siku nane| mbuzi anayechinjwa kwa ajili ya karamu hiyo",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
217,akiki,prayer for deceased child,,dua anayosomewa mtoto aliyefariki ambayo hakusomewa alipotimiza siku nane baada ya kuzaliwa,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
218,akiki,erosion gully,,bonde lililosababishwa na mmomonyoko wa ardhi wakati wa mvua,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
219,akiki,ruby,,aina mojawapo ya kito cha thamani chekundu sana kitiwacho kwenye pete,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
220,akili,intelligence,"werevu, ujanja, maarifa","uwezo wa mtu wa kujua kitu au jambo, -enye akili hodari, -enye akili timamu -sio na wazimu.",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
221,akilili,Orion's Belt,,nyota tatu zilizopo katika picha ya nge,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
222,akina,group of people,kina,kundi la watu fulani :  akina baba  -> wanaume ; : akina mama -> wanawake ; : akina yahe -> watu wa kawaida,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
223,akiolojia,archaeology,,elimu ya uchanganuzi wa kisayansi wa mabaki ya mimea na wanyama yaliyozikwa ardhini,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
224,akisami,fraction,"kipande, aria",umbo au namba isiyo kamili. Mifano ya akisami:,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
225,akisi,reflect,,"rudisha mwanga au sura ya kitu kama vile kioo kinavyorudisha mwanga au sura ya kitu| toa picha, dokezo, ishara au fununu kuhusu jambo fulani : Tabia yake inaakisi jambo lililotokea utotoni","akisia, akisiana, akisika, akisisha, akisiwa",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
226,akraba,close relative,jamaa,ndugu wa karibu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
227,akrabu,clock hand,,mshale unaoonyesha wakati katika saa : akrabu ya kuonyesha saa ; akrabu ya kuonyesha dakika,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
228,akrabu,compass point,,upande wa dira : akrabu Magharibi; akrabu Mashariki,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
229,akrama,honorable,stahifu,"adhimu, -enye heshima",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
230,akronimu,acronym,,kifupisho cha maneno: BAKITA ni akronimu ya maneno Baraza la Kiswahili la Taifa.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
231,akselereta,accelerator,,"kichapuzi cha mwendokasi wa chombo kinachoendeshwa kwa injini kwa mfano gari, pikipiki, motaboti na kadhalika",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
232,akthari,majority,"wingi, mkusanyiko","idadi ya watu, wanyama, vitu na kadhalika iliyo kubwa : Akthari ya watu hawaelewi umuhimu wa kutunza mazingira.| mlimbiko wa watu, wanyama, vitu na kadhalika",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
233,akua,seize/attack,,"gwia mtu au kitu mara moja| vamia| nyakua mali au vitu vya mwingine| fanya mashambulizi makali sana kwa maneno au kwa vifaa vingine, ama kwa kifaa fulani","akulia, akulika, akulisha, akuliwa, akuana",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
234,akwami,ethnic groups,,umbo linaloonyesha wingi wa kaumu| vikundi vya mkusanyiko wa watu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
235,ala,tool/musical instrument,uo,"mfuko wa ngozi, nguo, majani na kadhalika wa kuhifadhia kisu, upanga au jambia| kifaa cha kufanyia kazi| chombo cha muziki : Ala ya muziki niliyonunua ni nzuri. Ala za kutamkia katika kinywa cha binadamu huwa nyingi.",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
236,ala ala,reminder/carefully,halahala,neno litumikalo kutilia mkazo jambo kwa namna ya kukumbusha : Ala ala usisahau kazi yangu!| kwa uangalifu| sasa hivi : Fanya ala ala.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
237,ala ya sauti,speech organ,,sehemu katika kinywa cha binadamu ambapo neno au sauti hutamkiwa,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
238,ala!,expression of surprise,,"tamko linaloonyesha mshangao na karipio analotoa mtu baada ya kukerwa na hali asiyotarajia : Ala! Nimekuita, mbona huji? (karipio) Nimesema toka hapa, ala! (karipio)",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
239,ala!,oh! (surprise),,neno linalotumika kuashiria mshangao au kushtuka,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
240,alaa,aha! (understanding),,neno linalotumika kuashiria kuelewa kitu au jambo : Alaa! Kumbe toroli ni kigari cha kusukumwa.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
241,alaa,anyway,,"kwa hali yoyote, kwa namna yoyote",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
242,alaka,harmony/consequence,,hali ya watu kuelewana vizuri| shida inayotokana na tendo alilofanya au alilofanyiwa mtu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
243,alama,symbol/mark,,mchoro unaoonyesha ishara fulani : alama ya mguu ; alama ya barabarani; alama ya kidole gumba; alama ya kuuliza| maksi moja au zaidi anazotuzwa mtahiniwa baada ya jaribio au shindano : Alama alizotuzwa kwenye mtihani hazikumfurahisha.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
244,alamina,all creatures,,viumbe wote kwa pamoja : Mola ndiye mmiliki wa alamina ulimwenguni. viumbe wote kwa pamoja: Mola ndiye mmiliki wa alamina ulimwenguni.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
245,alamsiki,good night,,salamu ya kuagana inayotumika wakati wa usiku ; usiku mwema!,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
246,alamu,warning device,,"chombo au kitu kinachotahadharisha, beramu ya kutahadhari au hatari",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
247,alamu,alarm sound,,sauti inayotolewa na vyombo vya kutoa hadhari,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
248,alasiri,afternoon,,muda baina ya saa nane jioni na saa kumi na moja jioni| kipindi cha swala ya Waislamu baina ya saa tisa na kumi na mbili jioni,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
249,alau,even if,"ingawa, hata kama, angaa, hata, lau",japo,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
250,albaki,leftover,"salio, bakaa","kitu kilichobakia, kitu kilichosalia",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
251,albamu,photo album/record,sidii,"kitabu cha kuhifadhia picha| ng''amba nyembamba na bapa iliyorekodiwa nyimbo au kazi nyingine zaidi, ambayo hutoa sauti inapotiwa kwenye santuri au plea; sahani ya santuri za mwimbaji mmoja au waimbaji wengi walioshirikiana pamoja",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
252,Aleluya,Hallelujah,,neno wanalotumia Wakristo katika kuonyesha furaha na shangwe kwa Mungu : Aleluya Kristo amezaliwa!,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
253,albino,albino,zeruzeru,mtu au mnyama ambaye nywele na ngozi yake haina rangi kamili na macho hayawezi kuvumilia jua : Serikali zote duniani zinafaa kuwa na sheria za kuwalinda albino dhidi ya ubaguzi.,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
254,aleikum salaam,peace be upon you,,ninyi nyote: : Wa aleikum salaam  -> na kwenu nyinyi nyote iwe amani vivyo hivyo,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
255,alfa,alpha,,mwanzo,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
256,alfaalfa,alfalfa,,mmea wenye maua ya rangi ya buluu unaotumiwa kulisha wanyama wa kufugwa na huliwa na watu kama mboga,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
257,alfabeti,alphabet,abjadi,"mfuatano wa herufi zinazopangwa kwa utaratibu fulani wa lugha : alfabeti ya Kigiriki, alfabeti ya Kirumi",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
258,alfafa,circumcision cloth,kizingatine,kitambaa cha pamba au kipande cha shashi afungwacho mtu aliyetahiriwa ili asijitoneshe,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
259,alfajiri,dawn,mapambazuko,"muda mfupi kabla ya jua kuchomoza, muda wa baina ya kiza kinapotoweka na jua linapochomoza| swala inayoswaliwa muda huo na Waislamu",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
260,alfeni,two thousand,,elfu mbili,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
261,alfia,formal headwear,halfiya,vazi rasmi lililovaliwa kichwani na madiwani hapo zamani,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
262,alfu,thousand,,"mia kumi, mia mara kumi",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
263,Alhaji,Alhaji,,mwanamume aliyehiji Makka,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
264,Alhamdulilahi,Praise God,,"neno linalotumiwa hususan na Waislamu kumaanisha kila sifa njema ni za Mwenyezi Mungu| neno linalotumika kumshukuru Mungu baada ya kupata, kufanya au kupatwa na jambo lolote : Alhamdulilahi! Serikali imetuletea vitabu vya bure shuleni.",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
265,Alhamisi,Thursday,,siku ya nne ya wiki kuanzia Jumatatu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
266,alhani,tune instrument,,"badili sehemu ya kifaa cha muziki ili kifaa kiweze kutoa sauti iliyo sahihi kinapotumika : Kabla ya kupiga wimbo, Bw. Masengo alialhani gitaa lake.| rekebisha redio au televisheni ili ipokee taarifa vizuri| rekebisha kifaa fulani cha injini au gari ili ",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
267,alhani,musical tone,,"sauti ya ala au chombo cha muziki : Rekebisha alhani hii, upate inayosikika vizuri zaidi.",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
268,alhasili,in short,,"kwa ufupi, kwa maneno machache| kama vile",,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
269,ali,children/family,"dhuria, watoto, wajukuu,aila, ayali",jumla ya wana wa mtu| familia,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
270,ali,glorious,,-a kupendeza sana| tukufu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
271,alia,brand with hot iron,,tia alama mwilini kwa kichapo,"alilia, alilika, alilisha, alikwa",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
272,alia,dry fish in sun,,kausha samaki kwa jua| weka samaki kwa mpangilio juu ya nyalio kwenye chungu au sufuria,"alilia, alilika, alilisha",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
273,alifu,first Arabic letter,,herufi ya mwanzo katika mfumo wa abjadi za Kiarabu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
274,alifu,write a book,,andika kitabu,,0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
275,alika,crack sound,,toa sauti ya kudata; toa sauti ya mfyatuko kama risasi : Alika vidole.,"alikika, alikwa",0,0,2023-02-19 13:59:39.703+00,2023-02-19 13:59:39.703+00
